ID,Pozo_DGA,Pozo,E,N,Tipo,Operador,Z,Profundidad,Info SNGM - Collar
227,DGA 527,SNGM-PTA-0521,465320,7733500,Monitoreo,NN,1317,30,Collar
228,DGA 567,SNGM-PTA-0523,463241,7732807,Monitoreo,NN,1273,25.4,Collar
229,DGA 606,SNGM-PTA-0524,466450,7734566,Monitoreo,NN,1367,22.2,Collar
230,DGA 609,SNGM-PTA-0525,465780,7734343,Monitoreo,NN,1338,31,Collar
231,DGA 629,SNGM-PTA-0526,464602,7733000,Monitoreo,NN,1303,31.1,Collar
232,DGA 654,SNGM-PTA-0528,466010,7735176,Monitoreo,NN,1357,34.8,Collar
233,DGA 680,SNGM-PTA-0529,467389,7736677,Monitoreo,NN,1451,53.3,Collar
234,El Carmelo 2 D-60,SNGM-PTA-0537,435129.29,7755580.66,Monitoreo,NN,1021.063,183,SNGM
235,Esmeralda 14,SNGM-PTA-0538,460279.48,7735015.73,Monitoreo,NN,1115.626,90,SNGM
236,Esmeralda 15,SNGM-PTA-0539,460373.48,7735005.74,Monitoreo,NN,1118.029,Sin información,SNGM
237,S. Pintados D-66,SNGM-PTA-0543,422090.26,7753912.58,Monitoreo,NN,1012.972,Sin información,SNGM
238,Mendieta A-9,SNGM-PTA-0545,435018.36,7743587.62,Monitoreo,NN,986.758,Sin información,SNGM
239,Pintados Pica 3 315,SNGM-PTA-0546,454122.5,7727886.68,Monitoreo,NN,1055.512,71.6,SNGM
240,TC-92,SNGM-PTA-0600,448367.8,7705098.16,Monitoreo,NN,1016.378,Sin información,SNGM
241,Esmeralda 34,SNGM-PTA-0611,456249,7738021,Monitoreo,NN,1075.673,85,SNGM
242,Gmo. Araya A-100,SNGM-PTA-0615,431716,7747781,Monitoreo,NN,998.523,Sin información,SNGM
243,Planta Sara 3A,SNGM-PTA-0618,421826,7753269,Monitoreo,NN,1016.016,Sin información,SNGM
244,Valle Quisma p075,SNGM-PTA-0627,463667,7730896,Monitoreo,NN,1215.692,10.2,SNGM
245,Salar Zapiga 4,SNGM-PTA-0628,412650.93,7808958.71,Monitoreo,NN,1149.022,15.74,SNGM
246,Salar Zapiga 2,SNGM-PTA-0632,424887,7821530,Monitoreo,NN,1313.821,12,SNGM
247,Bellavista Sur,SNGM-PTA-0659,438284,7700237,Monitoreo,NN,956.193,16.7,SNGM
248,Reserva Bellavista 1,SNGM-PTA-0663,433341,7702047,Monitoreo,NN,950.914,Sin información,SNGM
249,Carmina 1,SNGM-PTA-0691,417434,7803733,Monitoreo,NN,1154.208,110,SNGM
250,Carmina 2,SNGM-PTA-0692,417623.65,7803542.34,Monitoreo,NN,1153.922,103.95,SNGM
251,Aroma PF-004,SNGM-PTA-0693,427968,7808184,Monitoreo,NN,1238.621,13.4,SNGM
252,Tarapacá 4,SNGM-PTA-0702,418744,7758357,Monitoreo,NN,1025.219,Sin información,SNGM
253,SC-968,SNGM-PTA-0704,425503.5,7779668.95,Monitoreo,NN,1078,90.75,SNGM
254,R-1,SNGM-PTA-0706,425167,7790248,Monitoreo,NN,1108.547,151.25,SNGM
255,MERCK-IX,SNGM-PTA-0707,421491.5,7789322.32,Monitoreo,NN,1107.1,62.5,SNGM
256,Pozo Almonte S-12,SNGM-PTA-0710,425657,7764417,Monitoreo,NN,1038.254,50.35,SNGM
257,HMC-4,SNGM-PTA-0723,444163,7756787,Monitoreo,NN,1080.668,Sin información,SNGM
258,SCR-2,SNGM-PTA-0729,432740,7635446,Monitoreo,NN,746.411,85.7,SNGM
259,SCR-3,SNGM-PTA-0730,432361.61,7635382.81,Monitoreo,NN,744.258,Sin información,SNGM
260,SCR-8,SNGM-PTA-0731,431656,7634982,Monitoreo,NN,739.384,Sin información,SNGM
261,SCR-9,SNGM-PTA-0732,431534.97,7635174.87,Monitoreo,NN,736.469,Sin información,SNGM
262,MC-006,SNGM-PTA-0733,429721,7634405,Monitoreo,NN,732.043,2,SNGM
263,S-18A,SNGM-PTA-0736,434281.77,7647902.45,Monitoreo,NN,750.818,Sin información,SNGM
264,S-30,SNGM-PTA-0739,426017,7696140,Monitoreo,NN,944.109,27,SNGM
265,Victoria Pique 2,SNGM-PTA-0743,436846,7702819,Monitoreo,NN,959.141,12.6,SNGM
266,Chacarilla 1 A-20,SNGM-PTA-0777,455334,7720908.61,Monitoreo,NN,1085.469,141.1,SNGM
267,Chacarilla 2 A-21,SNGM-PTA-0778,455315,7720923,Monitoreo,NN,1083.837,116.72,SNGM
268,Salar Zapiga 3,SNGM-PTA-1583,427821,7816009,Monitoreo,NN,1310.734,Sin información,SNGM
269,Salar Pintados Radio,SNGM-PTA-1585,434025.14,7726026.43,Monitoreo,NN,972.536,Sin información,SNGM
270,Est Exp Pintados,SNGM-PTA-1587,432852,7719499,Monitoreo,NN,974.635,Sin información,SNGM
271,Salar Pintados BNA 20-9,SNGM-PTA-1588,440948,7721988,Monitoreo,NN,988.952,Sin información,SNGM
272,Salar Pintados BNA 21-7,SNGM-PTA-1589,435440,7723967,Monitoreo,NN,974.24,Sin información,SNGM
273,Salar Pintados Pica 1,SNGM-PTA-1590,446009,7723542,Monitoreo,NN,1016.936,110,SNGM
274,Salar Bellavista BNA 25-K,SNGM-PTA-1592,434324,7713048,Monitoreo,NN,967.46,Sin información,SNGM
275,Salar Bellavista BNA 27-6,SNGM-PTA-1593,433968.09,7703583.37,Monitoreo,NN,953.037,Sin información,SNGM
276,La Tirana 1,SNGM-PTA-1594,438217,7756779,Monitoreo,NN,1033.469,Sin información,SNGM
277,Refresco,SNGM-PTA-1595,435531.17,7749089.58,Monitoreo,NN,1004.333,Sin información,SNGM
278,Bosque Junoy BNA 33-0,SNGM-PTA-1596,435819,7746564,Monitoreo,NN,992.387,Sin información,SNGM
279,Salar Pintados Pica 2,SNGM-PTA-1597,460616,7728809,Monitoreo,NN,1143.434,159,SNGM
280,Salar Pintados 3,SNGM-PTA-1598,441554.13,7725808.37,Monitoreo,NN,993.784,Sin información,SNGM
281,Salar Pintados BNA 37-3,SNGM-PTA-1599,435947,7727811,Monitoreo,NN,975.383,Sin información,SNGM
282,Mosquitos 1,SNGM-PTA-1600,434260,7729588,Monitoreo,NN,974.683,Sin información,SNGM
283,Est Salar Pintados 1,SNGM-PTA-1601,442968,7723963,Monitoreo,NN,998.188,Sin información,SNGM
284,Salar Bellavista BNA 41-1,SNGM-PTA-1602,441581.2,7760485.56,Monitoreo,NN,1069.187,Sin información,SNGM
285,Salar Bellavista BNA 42-K,SNGM-PTA-1603,446236,7644285,Monitoreo,NN,804.673,Sin información,SNGM
286,Recreo 1,SNGM-PTA-1622,431376.97,7732146.56,Monitoreo,NN,978.521,Sin información,SNGM
287,Dren Of. Victoria,SNGM-PTA-1623,431639.7,7706250.02,Monitoreo,NN,952.895,Sin información,SNGM
288,Iris 2,SNGM-PTA-1624,445208,7690216,Monitoreo,NN,941.769,71.2,SNGM
289,Puquio Núñez 3,SNGM-PTA-1647,461990,7723598,Monitoreo,NN,1194.557,13.18,SNGM
290,Alto San Andrés,SNGM-PTA-1648,467807,7735911,Monitoreo,NN,1459.231,37.24,SNGM
291,XT-9,SNGM-PTA-1651,435796.91,7638159.49,Monitoreo,NN,753.224,Sin información,SNGM
292,2-HENOC,SNGM-PTA-1652,433601,7659645,Monitoreo,NN,759.842,Sin información,SNGM
293,Iris 1,SNGM-PTA-1654,435974,7688175,Monitoreo,NN,917.713,42.8,SNGM
294,Soga 3,SNGM-PTA-1656,411899,7806942,Monitoreo,NN,1144.853,25.3,SNGM
295,Pintados B-2,SNGM-PTA-1657,442296,7732598,Monitoreo,NN,989.09,112.03,SNGM
296,HPS-55,SNGM-PTA-1659,511622,7757137,Monitoreo,NN,3787.449,3.63,SNGM
297,Bajo Soga,SNGM-PTA-1661,415179,7815670,Monitoreo,NN,1152.816,32,SNGM
298,APR Tarapacá,SNGM-PTA-1662,446865,7796903,Monitoreo,NN,1405.98,Sin información,SNGM
299,Salar Zapiga,SNGM-PTA-1663,447601,7819767,Monitoreo,NN,1898.679,Sin información,SNGM
300,Concova 1,SNGM-PTA-1665,467844,7734911,Monitoreo,NN,1457.874,Sin información,SNGM
301,Enrique Aguayo,SNGM-PTA-1667,465241,7733123,Monitoreo,NN,1305.539,Sin información,SNGM
302,Granja María José,SNGM-PTA-1668,463504,7732812,Monitoreo,NN,1266.667,Sin información,SNGM
303,Esmeralda 31,SNGM-PTA-1670,456308,7737775,Monitoreo,NN,1074.672,Sin información,SNGM
304,Bosque Junoy BNA 62-4,SNGM-PTA-1671,440619,7749901,Monitoreo,NN,1009.586,Sin información,SNGM
305,Chacacollo 2,SNGM-PTA-1672,442629,7695709,Monitoreo,NN,959.519,Sin información,SNGM
306,Antonio Nápoli di Capua,SNGM-PTA-1673,465241,7733123,Monitoreo,NN,1305.539,Sin información,SNGM
307,Bosque Junoy BNA 70-5,SNGM-PTA-1674,434827,7732972,Monitoreo,NN,975.522,Sin información,SNGM
308,ESSAT Canchones,SNGM-PTA-1675,456021,7736329,Monitoreo,NN,1070.024,Sin información,SNGM
309,Est Salar Pint 4,SNGM-PTA-1676,440955,7719990,Monitoreo,NN,983.661,Sin información,SNGM
310,Salar Pintados BNA 66-7,SNGM-PTA-1677,430220,7740394,Monitoreo,NN,988.044,Sin información,SNGM
311,Salar Pintados BNA 67-5,SNGM-PTA-1678,424827.04,7743512.5,Monitoreo,NN,998.041,Sin información,SNGM
312,Salar Pintados BNA 14-4,SNGM-PTA-1679,420826,7753880,Monitoreo,NN,1016.493,Sin información,SNGM
313,Salar Bellavista BNA 77-2,SNGM-PTA-1681,427588,7698417,Monitoreo,NN,940.66,Sin información,SNGM
314,Salar Bellavista BNA 73-K,SNGM-PTA-1682,434562,7711512,Monitoreo,NN,968.191,Sin información,SNGM
315,La Tirana 8A,SNGM-PTA-1683,431282,7750082,Monitoreo,NN,1000.931,Sin información,SNGM
316,La Tirana 104A,SNGM-PTA-1684,432161,7747780,Monitoreo,NN,995.531,Sin información,SNGM
317,Moscoso,SNGM-PTA-1685,447805,7751523,Monitoreo,NN,1074.179,Sin información,SNGM
318,PO-1,SNGM-PTA-1686,434417.93,7656614.11,Monitoreo,NN,755.229,Sin información,SNGM
319,PO-2,SNGM-PTA-1687,434196,7659863,Monitoreo,NN,765,21.5,Collar
320,PO-2A,SNGM-PTA-1688,434186.93,7659865.04,Monitoreo,NN,762.083,Sin información,SNGM
321,PO-3,SNGM-PTA-1689,434578.93,7658539.07,Monitoreo,NN,758.224,Sin información,SNGM
322,PO-4,SNGM-PTA-1690,434625.93,7657960.08,Monitoreo,NN,755.801,Sin información,SNGM
323,PO-5,SNGM-PTA-1691,434536.93,7658721.06,Monitoreo,NN,758.808,Sin información,SNGM
324,PO-6,SNGM-PTA-1692,434400,7658755,Monitoreo,NN,761,40.15,Collar
325,PO-6A,SNGM-PTA-1693,434401.93,7658754.06,Monitoreo,NN,759.343,Sin información,SNGM
326,PO-7,SNGM-PTA-1694,434410.93,7658873.06,Monitoreo,NN,757.277,Sin información,SNGM
327,PO-8,SNGM-PTA-1695,434428.93,7657234.09,Monitoreo,NN,753.477,Sin información,SNGM
328,REC-1,SNGM-PTA-1696,442500.78,7635427.55,Monitoreo,NN,782.848,Sin información,SNGM
329,REC-2,SNGM-PTA-1697,447796.67,7635757.54,Monitoreo,NN,807.439,Sin información,SNGM
330,XT-1B,SNGM-PTA-1698,435848.9,7661225.01,Monitoreo,NN,768.334,Sin información,SNGM
331,XT-2B,SNGM-PTA-1699,435060.92,7661184.01,Monitoreo,NN,762.508,Sin información,SNGM
332,XT-3,SNGM-PTA-1700,435579.9,7660380.03,Monitoreo,NN,765.679,Sin información,SNGM
333,XT-4,SNGM-PTA-1701,435753.9,7659194.05,Monitoreo,NN,758.366,Sin información,SNGM
334,XT-5,SNGM-PTA-1702,435570.91,7658450.07,Monitoreo,NN,758.349,Sin información,SNGM
335,XT-6,SNGM-PTA-1703,436979.88,7657613.09,Monitoreo,NN,761.323,Sin información,SNGM
336,XT-7B,SNGM-PTA-1704,432858.96,7656863.1,Monitoreo,NN,754.864,Sin información,SNGM
337,A,SNGM-PTA-1705,435404,7650984,Monitoreo,NN,761,20.11,Collar
338,B,SNGM-PTA-1706,434685,7652915,Monitoreo,NN,761,18,Collar
339,CLL-29,SNGM-PTA-1707,433960,7654831,Monitoreo,NN,761,16.2,Collar
340,M3N2,SNGM-PTA-1708,436000,7648237,Monitoreo,NN,756,35.07,Collar
341,M3N3,SNGM-PTA-1709,434670,7648017,Monitoreo,NN,755,50.29,Collar
342,N2N,SNGM-PTA-1710,436015,7648582,Monitoreo,NN,756,15,Collar
343,N2S,SNGM-PTA-1711,436015,7648381,Monitoreo,NN,757,15,Collar
344,N2E,SNGM-PTA-1712,436260,7648448,Monitoreo,NN,753,15,Collar
345,N2W,SNGM-PTA-1713,435765,7648432,Monitoreo,NN,758,15,Collar
346,N3N,SNGM-PTA-1714,434740,7648332,Monitoreo,NN,756,15,Collar
347,N3S,SNGM-PTA-1715,434740,7648132,Monitoreo,NN,754,15,Collar
348,N3E,SNGM-PTA-1716,434990,7648182,Monitoreo,NN,756,15.23,Collar
349,N3W,SNGM-PTA-1717,434490,7648182,Monitoreo,NN,754,15,Collar
350,Llamara S1,SNGM-PTA-1718,435065,7647689,Monitoreo,NN,757,15,Collar
351,Llamara S2,SNGM-PTA-1719,435519,7647854,Monitoreo,NN,754,15,Collar
352,Llamara S3,SNGM-PTA-1720,435579,7647359,Monitoreo,NN,756,15.02,Collar
353,Llamara S4,SNGM-PTA-1721,435037,7647077,Monitoreo,NN,755,15,Collar
354,Llamara S5,SNGM-PTA-1722,434682,7646858,Monitoreo,NN,756,15,Collar
355,Llamara S6,SNGM-PTA-1723,434242,7646709,Monitoreo,NN,757,15,Collar
356,Llamara S7,SNGM-PTA-1724,433791,7647905,Monitoreo,NN,754,14,Collar
357,Llamara S8,SNGM-PTA-1725,433947,7647991,Monitoreo,NN,755,15,Collar
358,Llamara S9,SNGM-PTA-1726,434390,7647981,Monitoreo,NN,754,15,Collar
359,Llamara S10,SNGM-PTA-1727,435107,7648218,Monitoreo,NN,756,15,Collar
360,Llamara S11,SNGM-PTA-1728,435513,7648234,Monitoreo,NN,757,15,Collar
361,Llamara S12,SNGM-PTA-1729,435362,7648663,Monitoreo,NN,758,15,Collar
362,Llamara S13,SNGM-PTA-1730,433705,7647993,Monitoreo,NN,754,12,Collar
363,Llamara S14,SNGM-PTA-1731,434664,7646625,Monitoreo,NN,756,15,Collar
364,Llamara S15,SNGM-PTA-1732,435580,7647091,Monitoreo,NN,759,15,Collar
365,Llamara S16,SNGM-PTA-1733,434389,7648188,Monitoreo,NN,754,15,Collar
366,Llamara S17,SNGM-PTA-1734,433938,7648188,Monitoreo,NN,756,15.21,Collar
367,Llamara S18,SNGM-PTA-1735,434280,7647907,Monitoreo,NN,753,15,Collar
368,Re-1,SNGM-PTA-1736,435693.91,7647823.29,Monitoreo,NN,748.426,Sin información,SNGM
369,R2N2,SNGM-PTA-1737,435968.9,7648003.28,Monitoreo,NN,747.25,Sin información,SNGM
370,R4N3,SNGM-PTA-1739,434593.93,7647850.29,Monitoreo,NN,748.427,Sin información,SNGM
371,R5N4,SNGM-PTA-1740,433940.95,7647857.29,Monitoreo,NN,750.232,Sin información,SNGM
372,3X-16A,SNGM-PTA-1741,434378.93,7658725.06,Monitoreo,NN,758.694,Sin información,SNGM
373,X-17A,SNGM-PTA-1742,439717,7663226,Monitoreo,NN,792.27,96,SNGM
374,2PL3,SNGM-PTA-1743,433657.95,7657625.08,Monitoreo,NN,755.608,Sin información,SNGM
375,3X-14A,SNGM-PTA-1744,433409.95,7661610,Monitoreo,NN,763.616,Sin información,SNGM
376,2PL2,SNGM-PTA-1745,432957.96,7658557.06,Monitoreo,NN,756.344,Sin información,SNGM
377,3X-S7,SNGM-PTA-1746,431596.99,7659968.03,Monitoreo,NN,757.246,Sin información,SNGM
378,Comiña,SNGM-PTA-1748,464296,7733691,Monitoreo,NN,1299.523,Sin información,SNGM
379,HUA-01,SNGM-PTA-1750,512438,7753663,Monitoreo,NN,3783.17,Sin información,SNGM
380,XT-12,SNGM-PTA-1752,437264,7637520,Monitoreo,NN,759.057,Sin información,SNGM
381,Minera Nueva,SNGM-PTA-1753,434772,7687370,Monitoreo,NN,919.993,Sin información,SNGM
382,RL-13,SNGM-PTA-1754,438109,7637220,Monitoreo,NN,762.148,Sin información,SNGM
383,S-9,SNGM-PTA-1755,434388,7647973,Monitoreo,NN,750.783,Sin información,SNGM
384,Enpachica,SNGM-PTA-1756,454643,7803303,Monitoreo,NN,908,2295,Collar
385,Canchones 3 ,SNGM-PTA-0025,446066,7740989,Bombeo,Aguas Nuevas,994,110,Collar
386,Canchones 4 ,SNGM-PTA-0026,445881,7741311,Bombeo,Aguas Nuevas,1002,121,Collar
387,Canchones 5 ,SNGM-PTA-0027,446124,7741578,Bombeo,Aguas Nuevas,1000,119,Collar
388,Canchones 6 ,SNGM-PTA-0028,445279,7742416,Bombeo,Aguas Nuevas,994,120,Collar
389,,SNGM-PTA-0013,517470,7766011,Indefinido,NN,3835.74,207,SNGM
390,,SNGM-PTA-0019,446105,7740268,Indefinido,NN,995.939,101.2,SNGM
391,,SNGM-PTA-0029,444950,7743166,Indefinido,NN,990.46,121,SNGM
392,,SNGM-PTA-0030,445851,7739701,Indefinido,NN,1000.291,Sin información,SNGM
393,,SNGM-PTA-0031,439689,7758066,Indefinido,NN,1046.098,Sin información,SNGM
394,,SNGM-PTA-0032,439703,7758034,Indefinido,NN,1047.15,Sin información,SNGM
395,,SNGM-PTA-0033,439781,7757986,Indefinido,NN,1048.835,200,SNGM
396,,SNGM-PTA-0034,439221,7756705,Indefinido,NN,1040.386,202,SNGM
397,,SNGM-PTA-0035,439220,7757713,Indefinido,NN,1040.074,200,SNGM
398,,SNGM-PTA-0036,438141,7755315,Indefinido,NN,1030.1,200,SNGM
399,,SNGM-PTA-0037,437313,7757175,Indefinido,NN,1032.134,200,SNGM
400,,SNGM-PTA-0038,438962,7758670,Indefinido,NN,1044.49,201.4,SNGM
401,,SNGM-PTA-0040,440333,7756578,Indefinido,NN,1044.102,200,SNGM
402,,SNGM-PTA-0041,440292,7757584,Indefinido,NN,1050.009,200,SNGM
403,,SNGM-PTA-0046,446751,7737924,Indefinido,NN,996.179,108,SNGM
404,,SNGM-PTA-0052,463196,7733931,Indefinido,NN,1290.4,Sin información,SNGM
405,,SNGM-PTA-0057,440803,7724172,Indefinido,NN,991.779,2475,SNGM
406,,SNGM-PTA-0058,440729,7731758,Indefinido,NN,986.132,1255,SNGM
407,,SNGM-PTA-0067,439915,7741194,Indefinido,NN,984.177,Sin información,SNGM
408,,SNGM-PTA-0070,463339,7732365,Indefinido,NN,1261.969,Sin información,SNGM
409,,SNGM-PTA-0079,459008,7748230,Indefinido,NN,1390.932,Sin información,SNGM
410,,SNGM-PTA-0085,417338,7803089,Indefinido,NN,1150.234,60,SNGM
411,,SNGM-PTA-0086,417453,7803241,Indefinido,NN,1153.302,37,SNGM
412,,SNGM-PTA-0087,443776,7697675,Indefinido,NN,971.967,Sin información,SNGM
413,,SNGM-PTA-0088,443741,7696515,Indefinido,NN,965.26,Sin información,SNGM
414,,SNGM-PTA-0089,444316,7698705,Indefinido,NN,976.03,Sin información,SNGM
415,,SNGM-PTA-0115,439909,7701950,Indefinido,NN,969.901,20.7,SNGM
416,,SNGM-PTA-0125,431189,7711974,Indefinido,NN,963.318,53,SNGM
417,,SNGM-PTA-0128,426018,7696137,Indefinido,NN,943.998,27,SNGM
418,,SNGM-PTA-0137,458631,7736296,Indefinido,NN,1088.296,315,SNGM
419,,SNGM-PTA-0138,459321,7735535,Indefinido,NN,1095.088,94,SNGM
420,,SNGM-PTA-0144,459221,7736022,Indefinido,NN,1086.151,83,SNGM
421,,SNGM-PTA-0145,459576,7735750,Indefinido,NN,1098.389,86,SNGM
422,,SNGM-PTA-0146,459403,7735602,Indefinido,NN,1098.839,92,SNGM
423,,SNGM-PTA-0147,459354,7735317,Indefinido,NN,1081.05,90,SNGM
424,,SNGM-PTA-0148,459515,7735316,Indefinido,NN,1088.182,85,SNGM
425,,SNGM-PTA-0149,459594,7735069,Indefinido,NN,1093.058,83,SNGM
426,,SNGM-PTA-0171,411005,7805387,Indefinido,NN,1142.094,30.25,SNGM
427,,SNGM-PTA-0173,411065,7806628,Indefinido,NN,1141.418,18.5,SNGM
428,,SNGM-PTA-0174,411899,7806946,Indefinido,NN,1144.814,26.7,SNGM
429,,SNGM-PTA-0175,410539,7807815,Indefinido,NN,1142.217,20.2,SNGM
430,,SNGM-PTA-0176,411193,7808264,Indefinido,NN,1144.397,45,SNGM
431,,SNGM-PTA-0177,410605,7809541,Indefinido,NN,1149.093,25.4,SNGM
432,,SNGM-PTA-0228,463464,7732530,Indefinido,NN,1260.854,25.2,SNGM
433,,SNGM-PTA-0231,442940,7736996,Indefinido,NN,986.352,117.5,SNGM
434,,SNGM-PTA-0272,466050,7728686,Indefinido,NN,1284.843,180,SNGM
435,,SNGM-PTA-0276,466252,7733353,Indefinido,NN,1332.269,Sin información,SNGM
436,,SNGM-PTA-0291,445587,7722395,Indefinido,NN,1009.865,110,SNGM
437,,SNGM-PTA-0292,451676,7726195,Indefinido,NN,1048.421,147,SNGM
438,,SNGM-PTA-0293,455704,7729013,Indefinido,NN,1070.862,200,SNGM
439,,SNGM-PTA-0294,455526,7720590,Indefinido,NN,1086.578,150,SNGM
440,,SNGM-PTA-0297,422816,7756624,Indefinido,NN,1017.751,200,SNGM
441,,SNGM-PTA-0351,463746,7731318,Indefinido,NN,1255.755,Sin información,SNGM
442,,SNGM-PTA-0439,466819,7735181,Indefinido,NN,1392.117,Sin información,SNGM
443,,SNGM-PTA-0441,468043,7735730,Indefinido,NN,1477.56,80,SNGM
444,,SNGM-PTA-0500,438343,7698734,Indefinido,NN,956.089,25.36,SNGM
445,,SNGM-PTA-0501,436655,7700242,Indefinido,NN,952.98,25,SNGM
446,,SNGM-PTA-0502,435676,7700240,Indefinido,NN,948.561,20.27,SNGM
447,,SNGM-PTA-0503,434143,7702052,Indefinido,NN,952.362,20.03,SNGM
448,,SNGM-PTA-0504,432437,7703219,Indefinido,NN,950.98,15.1,SNGM
449,,SNGM-PTA-0510,464753,7732447,Indefinido,NN,1290.642,47,SNGM
450,,SNGM-PTA-0511,466050,7734940,Indefinido,NN,1345.166,70,SNGM
451,,SNGM-PTA-0516,484939,7732830,Indefinido,NN,2580.552,26.01,SNGM
452,,SNGM-PTA-0613,430222,7751091,Indefinido,NN,1007.806,15,SNGM
453,,SNGM-PTA-0758,440446,7718703,Indefinido,NN,987.852,Sin información,SNGM
454,,SNGM-PTA-1309,463701,7728270,Indefinido,NN,1220.679,Sin información,SNGM
455,,SNGM-PTA-1347,463248,7732595,Indefinido,NN,1260.685,23.96,SNGM
456,,SNGM-PTA-1425,462473,7731614,Indefinido,NN,1208.689,30.9,SNGM
457,,SNGM-PTA-1426,460314,7731912,Indefinido,NN,1132.364,34,SNGM
458,,SNGM-PTA-1427,465483,7733253,Indefinido,NN,1311.236,34.5,SNGM
459,,SNGM-PTA-1439,467106,7734620,Indefinido,NN,1398.866,35,SNGM
460,,SNGM-PTA-1649,466627,7734784,Indefinido,NN,1371.373,48,SNGM
461,,SNGM-PTA-1660,444163,7756774,Indefinido,NN,1080.985,274,SNGM
462,,SNGM-PTA-1669,519349,7776926,Indefinido,NN,3982.423,157,SNGM
463,,SNGM-PTA-1680,420045,7734815,Indefinido,NN,989.168,Sin información,SNGM
464,,SNGM-PTA-1757,403918,7823302,Indefinido,NN,1126.532,2827,SNGM
465,,SNGM-PTA-1762,467276,7734696,Indefinido,NN,1412.783,70,SNGM
466,,SNGM-PTA-1767,433256,7746043,Indefinido,NN,995.832,Sin información,SNGM
467,,SNGM-PTA-1770,464839,7717351,Indefinido,NN,1236.852,Sin información,SNGM
468,,SNGM-PTA-1771,454632,7802418,Indefinido,NN,1683.794,Sin información,SNGM
